,2017-01-0,name_h
0,1859,HCNc-me7o2LzI8jLjZCBww/vLCXdlZFKnrbUv3ohZgadw
0,1309,DAjBaBGxX7Ls5vGDCxMGJg/J-onkJxFYPyboVq-5Nsj_g
0,1679,VUZg24ZmvWWNMJ7GNRhy6Q/2395CLBgq0xwOgLhRmC5dQ
0,1039,qDHkhVI986y3pPtfN1M0Ow/ykxQuQXcIeoXoQVJpvWUTw
0,866,cpF70Rhs46B3HA1YGgsqeg/1JZUZR1-wbeNX8WaS9WeBQ
0,467,0YuGJKD19yHae4I2X8Vi3Q/aCoNrLFHSsBc5DOy5a8Krw
0,64,hcaTInVuAf1KeiLeVeGXQw/o2bP-5oa4bEo6Ks7wZlWTQ
0,595,5ijj7TUiNswVbFIuGqMZBA/aUfyqfsJtlZlMjhROEDMBw
0,826,vyFRgbUUBSITez1Pa3NUSg/5qNUzUem_XbhRiAWe9z9ZA
0,0,PaSB0TP0XR11kL-my7Zlhw/ySKmQcxdwDpJflQJltEhmA
0,622,JsrncYwyGAp6D44Z1tQKWQ/JmoffC4jRRadO8RI2kXq5g
0,458,k0gaQv1wBiMMYOcmsG17Fg/4galTpdpDM5QzIct1w7olg
0,269,TQA9FDXwgnz-GKwtKjl55w/TQA9FDXwgnz-GKwtKjl55w
0,337,tu_WBtEY0PYgZuMUGf8EzA/mPEbeniAFpw71ipaUHs5ZQ
0,436,FJfZi66nh-tqimdhRcRCEg/wI5nZTE32XNegTG2deKf4Q
0,592,fzIsL8eYnmJRAsSqy3FCdQ/fw7y8g1XIqEZA8oQCZVlkg
0,143,FGWccSPGos9cL_aJ4NlzhQ/C_n7gajA_Wxjv8pIMTp2WQ
0,194,LDysWg9WckbQOcXIilou3A/3Zu5ZdDUNyfccFLRW7_J0g
0,107,hcaTInVuAf1KeiLeVeGXQw/RBww6Oe3FUnlX2QLVHHz6g
0,253,Blng3ihygUc9pNhZ8LnvNQ/dWRX3IXxNFCz37osvBRl5Q
0,424,BbYFPEGiEwr9b8OxWL2k5g/BbYFPEGiEwr9b8OxWL2k5g
0,267,PhD4yAkkLToPlMGOet24Zg/PhD4yAkkLToPlMGOet24Zg
0,382,x9BrCoUrzYi11O-5Y-tFzg/2c9v3EnK2YrZcVgb0shFyQ
0,269,0iPhQ5GI5Hg0nVJHZQbCLg/0iPhQ5GI5Hg0nVJHZQbCLg
0,364,K5r7iaaswVdbFZv8o40QrQ/K5r7iaaswVdbFZv8o40QrQ
0,359,4ndRIB0eV1X78Orz13cNzA/VDP7pOcyvTJ6QVHv0Z6EvQ
0,133,pYSQ_zKsHiL6pgHGeRKr0g/hIApcFPSG9t037jGMaC7Ww
0,319,wWFvPIliYj4zlBfmwWpfuQ/lzU3k9B6ERmysw6JRC2SPQ
0,294,ZzJsJeuRRJV81lRhKpJYSQ/vygCs5OEqp4LCkTz_p7hKg
0,122,SnaexRrjR3uqjAdCjdKsyw/ykxQuQXcIeoXoQVJpvWUTw
0,188,W1w5v52dSI9_AE9dwdiOdQ/W1w5v52dSI9_AE9dwdiOdQ
0,243,Co8SWj9B82wFByA6Y83prQ/Co8SWj9B82wFByA6Y83prQ
0,510,DpxDLy2UCqpCSXCub6-T1w/kfH0h8f7doZCs-uY9oO_Xg
0,83,bn3k7j6EMDbB1IIrmXGU0g/bn3k7j6EMDbB1IIrmXGU0g
0,54,hcaTInVuAf1KeiLeVeGXQw/zPV_NOdyJwXEpjgGDUz0Pg
0,0,fXw5RvENaz6by5XAZzoajA/t26Yr5qqaAl5v1plstWhBQ
0,217,d9N5SBjev_3D1rxsVLrRJQ/jgmGi6A4ok4HjAo1NM79gw
0,330,NIP_BY3to9rUH6eSX6strA/NIP_BY3to9rUH6eSX6strA
0,373,ZAyKU3aqEvoVzwITDOI5pg/ZAyKU3aqEvoVzwITDOI5pg
0,85,0YuGJKD19yHae4I2X8Vi3Q/7sNNgEyc5sic_1lr5VXmpA
0,123,eNUWf_hMy7kf1iEc7bRWZw/eNUWf_hMy7kf1iEc7bRWZw
0,136,1e_zrJhEPhOaFWois09KUg/coEuMIc0VdzuLOLR7ibkqw
0,360,dZL6F11u71cR0xGmUWpqnQ/3pue141-Lh3O7_7ngOL5GQ
0,158,HzSzIwjS00yN16-8mEu25Q/jm4Bg5anSfQ2-4naZCnItA
0,99,FLwv66NiwyRmPbV0J8MFyA/0P0HQfP6N_HnEeyBA4OnDg
0,104,cuuO3CBoXGYKpyOY07vvVw/BVxkUDDcpK4GieQs8rgOCA
0,83,AIUHUmITKFeuw3RJacm9OA/IP20VQUJJpi8h1hHkvxRjA
0,232,BTnfkMOqu-ZgkZ47XJnPxQ/EAZmW6fA2GC8n-eZRNvA2g
0,111,C6HULmps_iioIeyT1gO28Q/C6HULmps_iioIeyT1gO28Q
0,77,EMGACp_o5jHmvlTU29YVRA/EMGACp_o5jHmvlTU29YVRA
0,83,XXODJOIYnY6aHDl0009alQ/XXODJOIYnY6aHDl0009alQ
0,186,j_iEz_GAbgQ_fstv49BaiQ/Ng0hTombiLj-VKJgZowvSA
0,76,j2uYOtBogYR6GA8TmJEIkQ/j2uYOtBogYR6GA8TmJEIkQ
0,139,5RG-gnDBaQjdQsZA-i0MDw/sePxsQVYRFljqlu_TSAknA
0,197,zVseSUfjBEdseIzUdPtXmg/zVseSUfjBEdseIzUdPtXmg
0,309,0YuGJKD19yHae4I2X8Vi3Q/0YuGJKD19yHae4I2X8Vi3Q
0,93,NfS5AAovmyBX0Y6B3i6sDw/zrIHcuDJ0kDHXrJrDjer7g
0,43,07DQqtEfCi0mdTaqGKLGiw/UIWogfc1mZMBKZYjqs7rDw
0,106,ujzWHklTzs_2J7FAFYj7Hg/ujzWHklTzs_2J7FAFYj7Hg
0,51,luHDhMF-DHFZD9DYlBqwbA/luHDhMF-DHFZD9DYlBqwbA
0,48,Ka2ESICRmlfleg0P36GReg/e0ZMQrhQVV9tP_LcvUeQkg
0,173,IcwoQJcpVl_BpNLdktsmnw/NNH5H7LlFLhXb6sadaiaaw
0,8,r5yj5MBQHZu4ntUcGUYFXw/-kSDXQ7TPoqjtriWTsd7_Q
0,30,R41If12wAkwOFE7xGmxyfw/Zbcfd3N4AEXvx6UIY8FnJg
0,132,uOBlJV1TJuo88fhbDddk8w/_bdZTnfxrV-7jmyRe2ASzg
0,103,DsYac0bbP0UACqJTTJrmaQ/qUClSLpBvJiPmdUf0C8h3g
0,42,Imd281bX7PWLYLqxKgXTjw/rppy8lEYmC78sTRl-cX0IA
0,40,ZAyKU3aqEvoVzwITDOI5pg/GSeA3o-OYiTSC16GK1WMCw
0,220,yCLBtjhT7Sc7iWh6xQX5-g/YG6vhGxleZFjVBmbRZU-4g
0,90,NFuKG8SKExLAiEqdsYIgRg/aLANoOsw0qzJxXIIpPkhwQ
0,108,8CETI3paX_8D40ye7rRmQA/8CETI3paX_8D40ye7rRmQA
0,84,qA0snRKSt8_DeYiOBL9t5g/qA0snRKSt8_DeYiOBL9t5g
0,77,QUxfX4YH52mKjnTni7xVaw/QUxfX4YH52mKjnTni7xVaw
0,115,2-scMrZv13F95YPZmfieww/1EaArWHXzf8AhyhA34CX6w
0,0,Pjmb5GPd_5XX5wbf3_bxgg/OkO0-IMl2UAiwO-pwvovWg
0,93,eBFucFWghxq0Y6e3xhMCAw/oibp-9_ByN1-f-9NMz-G7Q
0,9,JmQRRFvmzPwsmhI0ZAEv4w/1Ut7onVxovALOO2Sc7l08g
0,49,bc2bYdmyZjhDjq8WxW2_4Q/NpFKJ8YBpZ2La_a0ZKji7A
0,118,2cDlLdFSdNUQQbSJx86grQ/2cDlLdFSdNUQQbSJx86grQ
0,37,NLmaiC8UPeUOo27TLOFLeQ/NLmaiC8UPeUOo27TLOFLeQ
